horizon,drop_insolvency,use_lags,top_n,threshold,threshold_source,recall,precision,f1,fbeta,beta,roc_auc,pr_auc,baseline_pr_auc,pr_auc_lift,specificity,npv,TP,FP,FN,TN,n_bank_test,n_bank_test_with_flag0,n_features_after_corr,training_time_sec
h1,False,True,35,0.9699999999999999,val,0.9303621169916435,0.21930400525279053,0.35494155154091395,0.5643798580601554,2.0,0.994962631164723,0.33132537376295296,0.003589658982396672,92.2999581263121,0.9880682987039704,0.9997461581028873,668,2378,50,196923,718,0,213,213.20104265213013
h1,False,True,40,0.9699999999999999,val,0.9261838440111421,0.22129783693843594,0.35723878592532904,0.565764846009869,2.0,0.9949847278913899,0.3326718133063494,0.003589658982396672,92.67504655393134,0.988258965082965,0.9997309835849228,665,2340,53,196961,718,0,213,213.87494230270386
h1,False,True,45,0.9749999999999999,val,0.8440111420612814,0.2380204241948154,0.3713235294117647,0.5592469545957918,2.0,0.995062195716648,0.33250209696431776,0.003589658982396672,92.62776731574635,0.9902659795986974,0.9994328338557676,606,1940,112,197361,718,0,213,320.32674527168274
h1,False,True,50,0.9749999999999999,val,0.8384401114206128,0.23756906077348067,0.37023370233702335,0.5567887532371438,2.0,0.9950759590003833,0.34171948575900596,0.003589658982396672,95.19552900004264,0.9903061198890121,0.999412613616224,602,1932,116,197369,718,0,213,215.73315620422363
h2,False,False,20,0.9199999999999998,val,0.4337152209492635,0.07066666666666667,0.1215317587709241,0.21391669357442683,2.0,0.9350028818054492,0.07782231774640577,0.0030657146727813707,25.38472299374209,0.98246011374503,0.9982306406001503,265,3485,346,195205,611,172,97,103.07757520675659
h2,False,False,25,0.9199999999999998,val,0.4451718494271686,0.07167325428194993,0.12346799818429414,0.217983651226158,2.0,0.9364345958664275,0.079983217049627,0.0030657146727813707,26.08958288250035,0.9822688610398108,0.9982660378709605,272,3523,339,195167,611,172,97,132.9135446548462
h2,False,False,30,0.9299999999999998,val,0.4026186579378069,0.0784688995215311,0.13134009610250935,0.22046961821114897,2.0,0.9376540398530175,0.0809674109048604,0.0030657146727813707,26.41061532037575,0.9854597614374151,0.9981393309747867,246,2889,365,195801,611,172,97,81.25773024559021
h2,False,False,35,0.9149999999999999,val,0.46153846153846156,0.07039440838741887,0.1221572449642625,0.21860465116279068,2.0,0.9394640871521889,0.07968258077621562,0.0030657146727813707,25.991518872799592,0.9812572348885198,0.9983153690570675,282,3724,329,194966,611,172,97,81.97900462150574
h2,False,False,40,0.9249999999999998,val,0.4206219312602291,0.07378696525983347,0.1255495847581827,0.21680445419267758,2.0,0.9392418582303286,0.0762694340166615,0.0030657146727813707,24.878190620220384,0.9837636519200765,0.9981921988785505,257,3226,354,195464,611,172,97,84.53475785255432
h2,False,False,45,0.9249999999999998,val,0.4238952536824877,0.07485549132947977,0.12724146401375583,0.2193428184281843,2.0,0.9389897074611209,0.07834656438383339,0.0030657146727813707,25.555726069169197,0.9838894760682471,0.998202623556865,259,3201,352,195489,611,172,97,85.96363234519958
h2,False,False,50,0.9149999999999999,val,0.4664484451718494,0.06964809384164222,0.12119923453115033,0.21802325581395351,2.0,0.9395579672056551,0.07728105986772357,0.0030657146727813707,25.20817105187754,0.9808394987165937,0.9983299950309668,285,3807,326,194883,611,172,97,86.79413318634033
h2,False,True,20,0.9249999999999998,val,0.41734860883797054,0.072484366117112,0.12351658997335917,0.21385441127138544,2.0,0.9346388196203956,0.07407826876456601,0.0030657146727813707,24.163458335592097,0.9835774321807841,0.9981816603075855,255,3263,356,195427,611,172,204,250.0272626876831
h2,False,True,25,0.9249999999999998,val,0.4288052373158756,0.07574443480774791,0.12874692874692875,0.22192105708961546,2.0,0.9356447126386505,0.07638495170226128,0.0030657146727813707,24.915871128007165,0.9839096079319543,0.9982179512055637,262,3197,349,195493,611,172,204,253.77602338790894
h2,False,True,30,0.9249999999999998,val,0.41898527004909986,0.0750073249340756,0.1272365805168986,0.21854191565647943,2.0,0.9350625731108317,0.07922798179785544,0.0030657146727813707,25.843234043035004,0.9841109265690271,0.9981877399330229,256,3157,355,195533,611,172,204,307.86940026283264
h2,False,True,35,0.9349999999999998,val,0.3649754500818331,0.08195516354281514,0.13385354141656663,0.21587608906098738,2.0,0.9354890902020344,0.07987271844121932,0.0030657146727813707,26.05353953854902,0.9874276511148019,0.9980262488554278,223,2498,388,196192,611,172,204,413.9253180027008
h2,False,True,40,0.9249999999999998,val,0.4206219312602291,0.07617071724955542,0.12898368883312422,0.22086627707115844,2.0,0.9365988591888984,0.07765407825632763,0.0030657146727813707,25.32984525460614,0.9843122452061,0.9981932046119217,257,3117,354,195573,611,172,204,430.7045159339905
h2,False,True,45,0.9299999999999998,val,0.39279869067103107,0.07902535396773132,0.13157894736842105,0.21893814997263272,2.0,0.9373337134005147,0.07765649421851692,0.0030657146727813707,25.330633313002686,0.9859227943026826,0.9981096889903396,240,2797,371,195893,611,172,204,408.56680560112
h2,False,True,50,0.9349999999999998,val,0.37479541734860883,0.08379070618368094,0.13696172248803828,0.22117056210160324,2.0,0.9378398477293046,0.07756532599795295,0.0030657146727813707,25.30089531377745,0.987397453319241,0.9980566521509097,229,2504,382,196186,611,172,204,446.0546088218689
h3,False,False,20,0.9099999999999999,val,0.21473684210526317,0.03930635838150289,0.06644951140065146,0.11345939933259178,2.0,0.8866465178918244,0.03427591674851383,0.0026427355372820437,12.969862577988167,0.9860930588018721,0.9978943565368092,102,2493,373,176770,475,236,96,188.27144932746887
h3,False,False,25,0.9149999999999999,val,0.2063157894736842,0.04541241890639481,0.0744398025066464,0.12074913750616066,2.0,0.8898369082532955,0.0335437020865136,0.0026427355372820437,12.692795632896384,0.9885085042646837,0.9978770131771596,98,2060,377,177203,475,236,96,193.5928032398224
h3,False,False,30,0.8999999999999999,val,0.26105263157894737,0.038581207218419414,0.06722689075630252,0.12123582323034805,2.0,0.8907293987634163,0.03419824294549865,0.0026427355372820437,12.940471137974813,0.9827627563970256,0.9980116018218486,124,3090,351,176173,475,236,96,195.1247317790985
h3,False,False,35,0.9049999999999999,val,0.2631578947368421,0.04197447951645399,0.07240081088908196,0.12812628126281264,2.0,0.8908618063961888,0.03437242570222578,0.0026427355372820437,13.00638115971928,0.9840848362461858,0.9980199140076941,125,2853,350,176410,475,236,96,157.3630166053772
h3,False,False,40,0.9099999999999999,val,0.23578947368421052,0.04291187739463601,0.07260940032414911,0.12416851441241684,2.0,0.8919054655655891,0.03607396617046118,0.0026427355372820437,13.650236908518636,0.986065166821932,0.997950634569351,112,2498,363,176765,475,236,96,144.13344979286194
h3,False,False,45,0.9149999999999999,val,0.2063157894736842,0.042682926829268296,0.07073258751353302,0.11677788369876073,2.0,0.8915771094337428,0.03801744165707129,0.0026427355372820437,14.385639849597222,0.9877386856183373,0.9978753620901478,98,2198,377,177065,475,236,96,190.75024127960205
h3,False,False,50,0.9099999999999999,val,0.22105263157894736,0.041128084606345476,0.06935270805812417,0.11789804626094769,2.0,0.8939933711039676,0.03652132649624638,0.0026427355372820437,13.81951617217333,0.9863440866213329,0.9979117871151622,105,2448,370,176815,475,236,96,193.63152766227722
h3,False,True,20,0.8949999999999999,val,0.27157894736842103,0.03507340946166395,0.06212376595232362,0.11563284331301542,2.0,0.8880338767180359,0.03249981978809253,0.0026427355372820437,12.297794966467738,0.9802022726385256,0.9980347608769737,129,3549,346,175714,475,236,200,1159.6086585521698
h3,False,True,25,0.8949999999999999,val,0.24421052631578946,0.03353570396068228,0.058973055414336555,0.10822914722896063,2.0,0.888017082810114,0.03261222335351978,0.0026427355372820437,12.340328002347238,0.9813514222120572,0.9979634556583598,116,3343,359,175920,475,236,200,190.88520097732544
h3,False,True,30,0.8999999999999999,val,0.24421052631578946,0.03612581750233572,0.06294085729788389,0.1134807278419096,2.0,0.8924258242153472,0.032257257099673316,0.0026427355372820437,12.20601026648649,0.9827348644170855,0.9979663167674067,116,3095,359,176168,475,236,200,191.05330109596252
h3,False,True,35,0.9149999999999999,val,0.19789473684210526,0.04372093023255814,0.07161904761904762,0.11604938271604938,2.0,0.8912405618677879,0.03260630483997835,0.0026427355372820437,12.33808846174322,0.9885308178486358,0.9978545847692412,94,2056,381,177207,475,236,200,994.2992134094238
h3,False,True,40,0.8999999999999999,val,0.24842105263157896,0.037389100126742715,0.06499586890663729,0.11669303797468356,2.0,0.8907660811210345,0.035882999608054404,0.0026427355372820437,13.577975965373648,0.9830528329884025,0.9979782763815112,118,3038,357,176225,475,236,200,1063.01837682724
h3,False,True,45,0.8699999999999999,val,0.3663157894736842,0.03363618789870482,0.06161473087818697,0.12300296903718368,2.0,0.8906239435912597,0.033713192716306586,0.0026427355372820437,12.756930173565292,0.9721135984559,0.998275713917452,174,4999,301,174264,475,236,200,195.76543378829956
h3,False,True,50,0.8949999999999999,val,0.2673684210526316,0.03735294117647059,0.0655483870967742,0.11981132075471698,2.0,0.8907355467429948,0.03716499108318899,0.0026427355372820437,14.063076141705734,0.9817419099312183,0.9980265172566322,127,3273,348,175990,475,236,200,199.2443447113037
h4,False,False,20,0.8349999999999999,val,0.32981530343007914,0.022131728045325778,0.04148000663680106,0.08724176437744277,2.0,0.857912421420985,0.018636600440010236,0.0023889515717284283,7.801162928776528,0.9651034953370233,0.9983398584304473,125,5523,254,152745,379,238,96,70.35990881919861
h4,False,False,25,0.8699999999999999,val,0.21635883905013192,0.02471368294153104,0.044360292128753046,0.08481588746379809,2.0,0.8570812355089491,0.0190514960684951,0.0023889515717284283,7.974835611552882,0.9795536684610913,0.9980879294915953,82,3236,297,155032,379,238,96,71.00422382354736
h4,False,False,30,0.8899999999999999,val,0.17941952506596306,0.03069977426636569,0.052428681572860444,0.09112838381131064,2.0,0.8584704992226871,0.019074987494733818,0.0023889515717284283,7.984668973818038,0.9864344024060454,0.9980119157205687,68,2147,311,156121,379,238,96,71.23852705955505
h4,False,False,35,0.8849999999999999,val,0.19525065963060687,0.028604561267877852,0.049898853674983146,0.09017791859614917,2.0,0.8595772189092041,0.019543584683377854,0.0023889515717284283,8.180820789614371,0.9841218692344631,0.9980456234781494,74,2513,305,155755,379,238,96,70.93881940841675
h4,False,False,40,0.8899999999999999,val,0.18469656992084432,0.03062117235345582,0.0525328330206379,0.0920568122041031,2.0,0.8597229004634803,0.01900114052007358,0.0023889515717284283,7.95375709785782,0.9859984330376323,0.9980238038897168,70,2216,309,156052,379,238,96,72.72199821472168
h4,False,False,45,0.8949999999999999,val,0.1503957783641161,0.02936630602782071,0.04913793103448276,0.08244142319930575,2.0,0.8579373365760878,0.020412095551697703,0.0023889515717284283,8.54437393928809,0.9880961407233301,0.9979451967378403,57,1884,322,156384,379,238,96,74.04491710662842
h4,False,False,50,0.8949999999999999,val,0.16358839050131926,0.0319094184251158,0.053402239448751075,0.08962127782596126,2.0,0.8602067996217365,0.01903163953755038,0.0023889515717284283,7.966523793439987,0.9881150959132611,0.9979770778027364,62,1881,317,156387,379,238,96,74.61061000823975
h4,False,True,20,0.8849999999999999,val,0.17150395778364116,0.024602573807721424,0.04303210857332009,0.07816257816257816,2.0,0.8551241830013058,0.016453082288016407,0.0023889515717284283,6.887156057379786,0.9837174918492684,0.9979872439985897,65,2577,314,155691,379,238,210,181.13526368141174
h4,False,True,25,0.8649999999999999,val,0.22163588390501318,0.0222870788007429,0.040501446480231434,0.07947019867549669,2.0,0.8576703551432383,0.01658360375400964,0.0023889515717284283,6.941791516523397,0.9767167083680846,0.9980952749906378,84,3685,295,154583,379,238,210,177.50929713249207
h4,False,True,30,0.8849999999999999,val,0.18733509234828497,0.027734375,0.048315753657706705,0.08709519136408243,2.0,0.8585200627931928,0.01687600761457349,0.0023889515717284283,7.06418992092148,0.9842735107539111,0.9980267414967294,71,2489,308,155779,379,238,210,177.16542601585388
h4,False,True,35,0.8849999999999999,val,0.1741424802110818,0.02751146310962901,0.047516198704103674,0.08429118773946359,2.0,0.8582317171774965,0.01767002210432314,0.0023889515717284283,7.39655935827059,0.9852591806303233,0.9979967743587118,66,2333,313,155935,379,238,210,313.6407587528229
h4,False,True,40,0.8599999999999999,val,0.22427440633245382,0.021228771228771228,0.038786219484371436,0.0769927536231884,2.0,0.8608566608870842,0.01716803473762369,0.0023889515717284283,7.1864306253820205,0.9752382035534662,0.9980988470218504,85,3919,294,154349,379,238,210,341.82225131988525
h4,False,True,45,0.8899999999999999,val,0.158311345646438,0.02877697841726619,0.048701298701298704,0.0833101916134407,2.0,0.8582921753976238,0.018230469634674902,0.0023889515717284283,7.63115914546773,0.987205246796573,0.9979624685428137,60,2025,319,156243,379,238,210,266.0560190677643
h4,False,True,50,0.8849999999999999,val,0.17150395778364116,0.026993355481727575,0.04664513814137065,0.0828236493374108,2.0,0.8596629590515217,0.018830452911265474,0.0023889515717284283,7.882308345682147,0.9851959966638866,0.9979902585141994,65,2343,314,155925,379,238,210,302.14209747314453
h5,False,False,20,0.8349999999999999,val,0.27946127946127947,0.022162883845126834,0.04106877783275606,0.08412730589904723,2.0,0.8291387317161953,0.01661876106995272,0.0021213073538654936,7.834207070309563,0.9737887496331713,0.9984295076433074,83,3662,214,136049,297,195,95,121.15031623840332
h5,False,False,25,0.8549999999999999,val,0.1919191919191919,0.022928399034593726,0.04096298957959037,0.07757212847033207,2.0,0.835671071550852,0.01617896962791099,0.0021213073538654936,7.626886126816705,0.9826141105567923,0.9982548246825962,57,2429,240,137282,297,195,95,108.13046288490295
h5,False,False,30,0.8299999999999998,val,0.29292929292929293,0.020134228187919462,0.037678648765699436,0.07896169903793791,2.0,0.8375936309313066,0.016870879365097513,0.0021213073538654936,7.9530575021837455,0.9696945838194558,0.9984523204138938,87,4234,210,135477,297,195,95,145.79652976989746
h5,False,False,35,0.8199999999999998,val,0.31986531986531985,0.01896964856230032,0.03581526861451461,0.07666236281471916,2.0,0.8392862182291791,0.0192927110852418,0.0021213073538654936,9.094726914553986,0.9648345513238041,0.9985037037037037,95,4913,202,134798,297,195,95,157.1620388031006
h5,False,False,40,0.8349999999999999,val,0.2760942760942761,0.021166752710376872,0.03931910812754735,0.0809956538917424,2.0,0.8427754315443903,0.02041691938019827,0.0021213073538654936,9.624687032265317,0.9728582574027814,0.9984206737479249,82,3792,215,135919,297,195,95,154.47679376602173
h5,False,False,45,0.8449999999999999,val,0.24242424242424243,0.023809523809523808,0.04336043360433604,0.08547008547008547,2.0,0.8419943699556616,0.017257069605972043,0.0021213073538654936,8.13511044240045,0.9788706687376083,0.9983574724055364,72,2952,225,136759,297,195,95,132.25691866874695
h5,False,False,50,0.8499999999999999,val,0.21885521885521886,0.022398345968297727,0.04063769928102532,0.07946210268948654,2.0,0.8441547699945392,0.01650957782591199,0.0021213073538654936,7.782737280303992,0.9796937964798763,0.9983078785757006,65,2837,232,136874,297,195,95,146.60293221473694
h5,False,True,20,0.8249999999999998,val,0.3164983164983165,0.019191506737443853,0.03618864292589028,0.07722642129477489,2.0,0.831115202288553,0.016227738014003047,0.0021213073538654936,7.649875905267806,0.9656147332708234,0.9984975205388202,94,4804,203,134907,297,195,211,303.50981640815735
h5,False,True,25,0.7749999999999999,val,0.40404040404040403,0.014534883720930232,0.02806032970887408,0.06353240152477764,2.0,0.8314911948949355,0.015385636836282239,0.0021213073538654936,7.252903172303716,0.9417655016426767,0.9986565668832351,120,8136,177,131575,297,195,211,299.43231439590454
h5,False,True,30,0.8149999999999998,val,0.3333333333333333,0.019056785370548605,0.03605243991260015,0.07754974150086168,2.0,0.8369084864385878,0.016214294222016392,0.0021213073538654936,7.643538402141653,0.9635247045687169,0.9985312989103424,99,5096,198,134615,297,195,211,301.1825678348541
h5,False,True,35,0.8499999999999999,val,0.24579124579124578,0.02494021182097711,0.04528535980148883,0.08869987849331713,2.0,0.8375387798482615,0.01614696117917851,0.0021213073538654936,7.611797106984595,0.9795721167266714,0.9983659296328448,73,2854,224,136857,297,195,211,305.83891463279724
h5,False,True,40,0.7999999999999999,val,0.3569023569023569,0.017625540405719987,0.033592140706702585,0.07359066925853928,2.0,0.8347970450882891,0.01688649532510486,0.0021213073538654936,7.960418981404987,0.9577127069450508,0.9985745630401361,106,5908,191,133803,297,195,211,310.1172864437103
h5,False,True,45,0.8599999999999999,val,0.1919191919191919,0.026975863700899196,0.04730290456431535,0.08633747349288094,2.0,0.8357044376863862,0.016795588486222292,0.0021213073538654936,7.917564824171753,0.985283907494757,0.9982595453062112,57,2056,240,137655,297,195,211,314.98729944229126
h5,False,True,50,0.8149999999999998,val,0.3164983164983165,0.01907080543720836,0.035973976272483735,0.076835049861043,2.0,0.835221779485295,0.01557720465249109,0.0021213073538654936,7.343209659885429,0.9653928466620381,0.9984971757267969,94,4835,203,134876,297,195,211,312.8302683830261
h6,False,False,20,0.8299999999999998,val,0.20869565217391303,0.018561484918793503,0.03409090909090909,0.06845407872219052,2.0,0.8231081558839105,0.010946538231143839,0.0019204114690312777,5.700100425179013,0.978767902556552,0.9984468339307049,48,2538,182,116998,230,165,95,122.21490097045898
h6,False,False,25,0.8549999999999999,val,0.1391304347826087,0.020075282308657464,0.03508771929824561,0.06364359586316626,2.0,0.8260657331537016,0.012150942985770281,0.0019204114690312777,6.327260163625058,0.9869328068531655,0.9983244761872525,32,1562,198,117974,230,165,95,124.88388466835022
h6,False,False,30,0.8499999999999999,val,0.1608695652173913,0.02132564841498559,0.037659033078880404,0.06967984934086628,2.0,0.8220003942781654,0.011699242373547115,0.0019204114690312777,6.092049835261929,0.985795074287244,0.9983648363565504,37,1698,193,117838,230,165,95,120.22531533241272
h6,False,False,35,0.8049999999999999,val,0.27391304347826084,0.01596958174904943,0.030179640718562873,0.06474820143884892,2.0,0.8302525744472831,0.012942860910198185,0.0019204114690312777,6.73962904248172,0.9675244277874447,0.9985581198573661,63,3882,167,115654,230,165,95,107.99824094772339
h6,False,False,40,0.8049999999999999,val,0.3,0.016895200783545544,0.031988873435326845,0.06894484412470024,2.0,0.8343022731372902,0.01369332861757551,0.0019204114690312777,7.130413892228471,0.9664117922634186,0.998608253660898,69,4015,161,115521,230,165,95,55.80329918861389
h6,False,False,45,0.8599999999999999,val,0.10869565217391304,0.020627062706270627,0.03467406380027739,0.058630393996247664,2.0,0.8332960818061723,0.02069236297241992,0.0019204114690312777,10.774963233716715,0.9900699370900816,0.9982708301702178,25,1187,205,118349,230,165,95,49.96474885940552
h6,False,False,50,0.8149999999999998,val,0.23478260869565218,0.01647848642050656,0.030795551753635585,0.06433166547533953,2.0,0.8361976090157304,0.01644539512190696,0.0019204114690312777,8.56347474856656,0.9730374113237853,0.9984891277287984,54,3223,176,116313,230,165,95,50.96132230758667
h6,False,True,20,0.8399999999999999,val,0.16521739130434782,0.01707865168539326,0.03095723014256619,0.06041335453100159,2.0,0.8214236715299157,0.011137145314918268,0.0019204114690312777,5.799353677332614,0.9817042564583055,0.9983665274244732,38,2187,192,117349,230,165,201,127.58285617828369
h6,False,True,25,0.8099999999999998,val,0.26956521739130435,0.016568679850347406,0.03121852970795569,0.0664950664950665,2.0,0.8229095619002171,0.011299483189150293,0.0019204114690312777,5.8838865375294525,0.9692142952750635,0.9985520237192305,62,3680,168,115856,230,165,201,126.81314039230347
h6,False,True,30,0.8349999999999999,val,0.2,0.018540910923014912,0.03393581704168203,0.06762716847985886,2.0,0.8257159385857199,0.011579541557852069,0.0019204114690312777,6.0297190183378735,0.9796295676616249,0.9984311719316196,46,2435,184,117101,230,165,201,126.60605001449585
h6,False,True,35,0.8399999999999999,val,0.1565217391304348,0.016941176470588234,0.030573248407643312,0.05911330049261084,2.0,0.8232767061623786,0.010800307140917922,0.0019204114690312777,5.623954717561634,0.9825240931602195,0.9983509150721263,36,2089,194,117447,230,165,201,664.1019790172577
h6,False,True,40,0.8399999999999999,val,0.16521739130434782,0.017312072892938495,0.03134020618556701,0.060995184590690206,2.0,0.8210602918240384,0.010028364466768025,0.0019204114690312777,5.221987385769301,0.9819552268772588,0.9983669442294444,38,2157,192,117379,230,165,201,243.0649881362915
h6,False,True,45,0.8349999999999999,val,0.1956521739130435,0.018781302170283808,0.03427265803503427,0.0678528347406514,2.0,0.819483542887571,0.01055064847107031,0.0019204114690312777,5.493952020809595,0.9803322848346941,0.9984237880207889,45,2351,185,117185,230,165,201,252.2690896987915
h6,False,True,50,0.8349999999999999,val,0.1826086956521739,0.018134715025906734,0.032992930086410056,0.06489493201483312,2.0,0.8241257500014549,0.010848039859407304,0.0019204114690312777,5.648810181746849,0.9809764422433409,0.998399318859089,42,2274,188,117262,230,165,201,3290.130764245987
